TripID,Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks
137623,2023-10-31,Chandni Chowk,Hauz Khas,3.05,163.97,11.72,20.0,Tourist Card,off-peak
123439,2022-04-19,AIIMS,Pragati Maidan,15.46,136.07,99.3,25.0,Tourist Card,off-peak
109924,2023-09-27,Kashmere Gate,Jasola Vihar,3.87,23.82,115.31,14.0,Tourist Card,festival
146115,2024-08-14,Rajiv Chowk,Punjabi Bagh,0.5700000000000001,163.03,100.36,20.0,Tourist Card,
52135,2024-12-18,Janakpuri West,Punjabi Bagh,6.29,83.85,63.79,,Tourist Card,peak
3801,2022-11-21,Hauz Khas,Noida City Centre,5.09,44.8,117.17,21.0,Single,weekend
20232,2022-12-25,Model Town,Dilshad Garden,12.88,140.39,65.17,18.0,Smart Card,weekend
58149,2022-02-17,Dilshad Garden,AIIMS,9.71,159.88,82.28,20.0,Tourist Card,festival
15201,2023-11-29,AIIMS,Old Delhi,7.8100000000000005,146.97,76.92,31.0,Tourist Card,weekend
99846,2023-04-18,Rajiv Chowk,Pragati Maidan,1.67,93.52,70.88,21.0,Tourist Card,weekend
143071,2024-01-30,Dilshad Garden,Laxmi Nagar,5.38,177.42,65.6,19.0,Tourist Card,peak
5520,2023-12-07,LAXMI NAGAR,Janakpuri West,9.48,23.82,42.31,20.0,Tourist Card,off-peak
63596,2023-11-07,Rajiv Chowk,Kalkaji Mandir,3.79,197.71,84.2,17.0,Tourist Card,peak
81644,2022-01-18,Dilshad Garden,Netaji Subhash Place,6.67,132.98,112.5,20.0,Tourist Card,peak
118460,2024-03-08,Inderlok,Chandni Chowk,1.34,82.2,52.41,17.0,Single,weekend
42903,2023-06-10,AIIMS,Shivaji Park,3.71,118.39,5.59,18.0,Single,weekend
13313,2022-07-24,RAJIV CHOWK,New Delhi,2.25,42.18,70.39,13.0,Tourist Card,peak
84234,2022-03-02,Central Secretariat,Jasola Vihar,1.6800000000000002,10.66,25.35,18.0,Single,peak
30459,2024-10-22,Dilshad Garden,Barakhamba Road,5.5600000000000005,45.99,83.42,11.0,Smart Card,maintenance
14300,2024-02-11,Inderlok,Rajiv Chowk,12.28,72.49,102.04,23.0,Single,maintenance
30306,2023-02-13,Rajiv Chowk,Kashmere Gate,1.49,35.37,65.39,25.0,Tourist Card,
79913,2022-09-06,Model Town,New Delhi,1.6600000000000001,65.24,72.36,21.0,Single,maintenance
63299,2023-10-11,Hauz Khas,Model Town,3.48,177.84,71.26,26.0,Tourist Card,off-peak
2299,2022-04-29,Noida City Centre,Hauz Khas,3.46,153.95,9.85,30.0,Tourist Card,peak
45889,2022-05-02,Rajiv Chowk,Laxmi Nagar,2.86,70.5,84.76,23.0,Single,
107869,2023-04-19,New Delhi,Noida City Centre,6.99,21.75,10.28,9.0,Smart Card,maintenance
41069,2023-01-28,Dilshad Garden,Kalkaji Mandir,4.53,117.28,58.23,17.0,Tourist Card,
64716,2022-06-09,Mandi House,Rajiv Chowk,3.92,133.16,110.64,23.0,Smart Card,peak
1698,2022-05-29,Rajiv Chowk,New Delhi,1.6800000000000002,46.65,25.17,17.0,Tourist Card,festival
1609,2022-09-13,MODEL TOWN,Kalkaji Mandir,4.45,26.79,41.68,21.0,Smart Card,maintenance
61512,2022-11-09,Model Town,Jasola Vihar,6.26,56.2,48.04,20.0,Single,festival
102449,2022-10-23,AIIMS,Rajouri Garden,2.52,114.37,118.87,23.0,Single,
131892,2023-07-01,Hauz Khas,Barakhamba Road,1.34,43.83,11.67,13.0,Single,peak
117871,2024-02-07,Noida City Centre,Kirti Nagar,4.21,188.25,86.93,24.0,Tourist Card,maintenance
13916,2024-03-28,AIIMS,Dilshad Garden,8.25,81.25,97.64,18.0,Single,weekend
142830,2022-04-27,Rajiv Chowk,Chandni Chowk,7.04,110.14,56.56,17.0,Single,weekend
11555,2023-10-27,Laxmi Nagar,Kirti Nagar,12.56,34.43,81.71,21.0,Smart Card,peak
122469,2022-10-21,Kashmere Gate,Hauz Khas,3.18,19.43,75.02,13.0,Smart Card,
48749,2023-03-14,Rajiv Chowk,Central Secretariat,14.81,178.11,111.57,24.0,Single,
22205,2023-12-22,KALKAJI MANDIR,Netaji Subhash Place,1.15,104.52,63.12,18.0,Smart Card,
143544,2023-11-03,Jasola Vihar,New Delhi,8.0,153.95,117.12,32.0,Tourist Card,weekend
29849,2022-04-07,Central Secretariat,Rajiv Chowk,12.65,158.27,77.85,17.0,Tourist Card,weekend
144729,2024-09-22,Kalkaji Mandir,Rajiv Chowk,7.6,150.03,103.37,21.0,Smart Card,peak
131278,2024-12-06,Kashmere Gate,Rajouri Garden,2.25,61.85,43.6,19.0,Single,off-peak
65480,2024-12-01,MANDI HOUSE,Hauz Khas,5.35,47.61,59.7,29.0,Smart Card,
74702,2023-01-09,Dilshad Garden,New Delhi,11.94,48.28,68.39,20.0,Tourist Card,
121480,2024-09-16,MANDI HOUSE,Pragati Maidan,7.07,163.62,109.59,28.0,Tourist Card,off-peak
51405,2022-10-27,Mandi House,Rajiv Chowk,1.79,59.79,58.9,25.0,Tourist Card,peak
32506,2022-12-07,Noida City Centre,Central Secretariat,4.82,62.32,76.84,20.0,Single,weekend
43743,2022-05-01,Janakpuri West,Pragati Maidan,2.4,120.64,6.84,26.0,Smart Card,
4445,2023-03-25,Rajiv Chowk,Noida City Centre,2.07,43.33,72.15,15.0,Smart Card,
8709,2022-03-16,Mandi House,Kirti Nagar,3.37,114.14,26.88,17.0,Single,festival
145515,2024-12-26,Jasola Vihar,New Delhi,4.65,92.52,33.24,14.0,Smart Card,maintenance
126555,2022-10-18,AIIMS,Shivaji Park,5.66,120.75,114.12,12.0,Tourist Card,peak
129227,2023-08-25,Mandi House,Model Town,15.8,37.15,6.92,15.0,Tourist Card,maintenance
132313,2022-09-10,Model Town,Laxmi Nagar,9.84,196.86,23.44,17.0,Tourist Card,festival
110400,2023-07-22,New Delhi,Noida City Centre,19.15,120.11,62.01,27.0,Smart Card,peak
61606,2022-10-04,Noida City Centre,Mandi House,5.41,111.67,58.61,20.0,Tourist Card,peak
74789,2023-04-02,Kalkaji Mandir,Central Secretariat,10.08,100.84,49.01,18.0,Tourist Card,peak
89481,2022-08-24,Mandi House,Noida City Centre,12.2,130.85,33.52,19.0,Smart Card,festival
108974,2023-04-13,Rajiv Chowk,Kashmere Gate,13.29,37.3,8.95,21.0,Single,peak
119351,2023-04-23,Kalkaji Mandir,AIIMS,13.75,32.45,19.74,16.0,Smart Card,peak
63014,2023-10-24,Janakpuri West,Laxmi Nagar,11.1,142.46,99.6,18.0,Tourist Card,peak
134365,2023-06-27,Noida City Centre,Hauz Khas,27.91,70.26,106.38,20.0,Tourist Card,peak
135803,2024-12-23,Rajiv Chowk,Laxmi Nagar,0.99,149.55,59.56,28.0,Tourist Card,peak
22664,2024-01-18,Noida City Centre,Rajiv Chowk,4.02,57.28,115.89,18.0,Tourist Card,peak
143872,2024-09-07,Noida City Centre,AIIMS,8.76,177.52,74.38,,Smart Card,weekend
27697,2024-10-18,Central Secretariat,Shivaji Park,7.79,155.25,115.16,15.0,Single,off-peak
75385,2022-12-17,Jasola Vihar,Barakhamba Road,9.47,16.2,106.71,12.0,Single,
119378,2023-05-14,kashmere gate,Central Secretariat,1.75,48.8,108.02,26.0,Smart Card,
107401,2023-07-23,Mandi House,Rajouri Garden,1.85,152.06,21.16,24.0,Smart Card,weekend
117791,2024-01-13,MODEL TOWN,New Delhi,2.7199999999999998,194.48,103.65,16.0,Smart Card,off-peak
65972,2023-05-31,Laxmi Nagar,Model Town,4.85,53.36,106.41,22.0,Tourist Card,peak
149329,2022-06-24,Inderlok,Central Secretariat,6.07,23.06,63.31,25.0,Smart Card,
55429,2024-12-27,JASOLA VIHAR,Dilshad Garden,11.97,28.58,105.67,23.0,Tourist Card,
122211,2024-05-07,AIIMS,Rajouri Garden,8.04,160.74,103.0,20.0,Smart Card,
116878,2023-11-20,Chandni Chowk,Rajouri Garden,13.25,173.77,93.04,18.0,Single,
121118,2022-04-14,Rajiv Chowk,Pragati Maidan,10.02,128.82,104.48,27.0,Smart Card,
132219,2023-08-26,Mandi House,Dilshad Garden,7.88,56.85,56.92,20.0,Tourist Card,maintenance
109126,2023-12-27,Kashmere Gate,Pragati Maidan,4.25,153.42,83.12,21.0,Tourist Card,maintenance
132847,2022-12-16,AIIMS,New Delhi,22.69,139.41,59.9,23.0,Tourist Card,off-peak
99288,2024-09-15,Kashmere Gate,Punjabi Bagh,8.92,122.31,18.44,8.0,Tourist Card,off-peak
55118,2024-03-29,Janakpuri West,Jasola Vihar,2.37,19.06,39.06,23.0,Tourist Card,festival
32183,2023-12-06,Rajiv Chowk,Kirti Nagar,16.4,147.3,39.93,33.0,Tourist Card,peak
132503,2022-03-02,Jasola Vihar,Dilshad Garden,12.41,100.66,14.98,29.0,Single,off-peak
137503,2022-03-06,Chandni Chowk,Shivaji Park,2.23,37.91,94.31,20.0,Smart Card,festival
132614,2024-08-31,Central Secretariat,Laxmi Nagar,4.93,64.17,71.69,17.0,Tourist Card,weekend
52568,2022-01-04,Rajouri Garden,Jasola Vihar,1.72,138.42,41.91,21.0,Tourist Card,peak
37347,2024-05-24,Laxmi Nagar,New Delhi,11.65,174.8,64.89,31.0,Tourist Card,peak
80312,2022-04-09,RAJIV CHOWK,Rajiv Chowk,1.02,100.85,15.19,20.0,Smart Card,peak
52040,2024-03-14,rajouri garden,Mandi House,7.0,33.79,20.32,18.0,Single,off-peak
11590,2024-01-14,Mandi House,Netaji Subhash Place,7.48,37.61,119.66,17.0,Tourist Card,festival
89193,2022-09-25,Noida City Centre,Central Secretariat,10.98,130.34,55.9,16.0,Tourist Card,festival
51134,2022-10-18,Mandi House,Hauz Khas,7.45,112.81,36.92,17.0,Smart Card,peak
35200,2023-12-04,Jasola Vihar,Kashmere Gate,4.06,59.9,7.8,23.0,Single,maintenance
50283,2024-04-12,Rajiv Chowk,Old Delhi,9.04,124.2,69.86,18.0,Tourist Card,festival
146568,2023-03-14,Mandi House,Dilshad Garden,2.2800000000000002,125.05,90.66,15.0,Tourist Card,festival
109099,2023-10-20,Chandni Chowk,Punjabi Bagh,2.87,186.43,102.9,19.0,Tourist Card,off-peak
112800,2022-08-30,Model Town,Central Secretariat,2.92,152.34,46.18,25.0,Single,maintenance
144011,2023-06-06,Rajiv Chowk,Hauz Khas,21.48,138.73,91.18,16.0,Single,peak
19301,2024-04-14,Model Town,Netaji Subhash Place,1.15,103.5,57.21,16.0,Tourist Card,festival
11926,2024-08-11,Mandi House,Laxmi Nagar,0.63,29.2,53.0,16.0,Tourist Card,
115192,2022-10-22,AIIMS,Pragati Maidan,2.04,175.92,67.89,28.0,Smart Card,off-peak
23539,2022-01-06,AIIMS,Rajouri Garden,8.53,119.33,48.44,22.0,Smart Card,
122265,2023-06-14,Rajiv Chowk,Kirti Nagar,4.05,91.38,79.07,15.0,Smart Card,maintenance
44500,2022-08-06,Dilshad Garden,Kashmere Gate,0.97,187.98,10.26,19.0,Single,festival
20547,2024-05-12,jasola vihar,Punjabi Bagh,21.48,173.59,40.46,27.0,Tourist Card,peak
46710,2022-06-10,Inderlok,Model Town,1.1,190.9,34.87,18.0,Tourist Card,festival
89236,2023-03-01,Kashmere Gate,Rajiv Chowk,14.36,45.74,52.18,25.0,Smart Card,maintenance
97454,2023-12-10,AIIMS,Chandni Chowk,7.04,163.93,67.06,18.0,Smart Card,off-peak
95724,2023-07-15,Mandi House,Barakhamba Road,1.8900000000000001,66.22,74.49,22.0,Single,off-peak
117336,2023-08-18,New Delhi,Chandni Chowk,1.26,82.59,113.06,16.0,Tourist Card,off-peak
55155,2023-06-02,New Delhi,Barakhamba Road,15.62,19.21,65.59,20.0,Single,off-peak
111,2022-11-14,New Delhi,Central Secretariat,6.3,15.69,87.23,21.0,Tourist Card,weekend
79686,2022-04-27,Noida City Centre,Mandi House,6.74,86.53,47.4,32.0,Single,off-peak
124328,2023-04-26,Rajiv Chowk,Janakpuri West,1.8599999999999999,62.26,48.64,21.0,Single,peak
82104,2022-12-10,Laxmi Nagar,Janakpuri West,2.5,185.76,46.89,22.0,Tourist Card,
66807,2023-10-26,Kalkaji Mandir,Jasola Vihar,0.52,130.93,101.37,15.0,Smart Card,
73763,2023-06-03,Noida City Centre,Central Secretariat,4.26,188.28,107.3,17.0,Tourist Card,weekend
45164,2022-08-01,Rajiv Chowk,Central Secretariat,6.42,55.76,95.28,19.0,Tourist Card,
40612,2022-02-16,Laxmi Nagar,Rajouri Garden,9.9,23.25,94.45,14.0,Smart Card,festival
29892,2023-08-20,Chandni Chowk,Kirti Nagar,2.98,67.15,115.6,14.0,Smart Card,
62593,2023-12-12,Dilshad Garden,Model Town,6.95,142.85,115.05,18.0,Tourist Card,off-peak
5113,2023-10-20,KASHMERE GATE,Central Secretariat,1.71,156.38,40.94,19.0,Smart Card,
10680,2022-11-09,Chandni Chowk,Dilshad Garden,5.45,42.69,70.19,26.0,Tourist Card,peak
28418,2022-06-14,Rajiv Chowk,Kalkaji Mandir,1.57,45.19,78.77,23.0,Tourist Card,maintenance
101529,2024-10-31,Noida City Centre,Chandni Chowk,7.83,54.93,23.79,21.0,Smart Card,peak
64466,2023-12-08,Chandni Chowk,New Delhi,3.45,76.72,112.87,19.0,Smart Card,peak
139938,2024-04-15,Model Town,Rajouri Garden,7.61,95.16,111.37,21.0,Single,weekend
120402,2024-02-25,Noida City Centre,Janakpuri West,2.84,88.42,74.06,22.0,Smart Card,
30914,2024-04-30,New Delhi,Jasola Vihar,2.83,137.67,109.63,17.0,Smart Card,
79707,2024-01-28,Rajiv Chowk,Pragati Maidan,1.3599999999999999,37.48,54.23,18.0,Tourist Card,
108014,2022-08-06,Jasola Vihar,Chandni Chowk,5.47,38.62,30.17,22.0,Single,festival
26460,2023-10-24,Jasola Vihar,Rajiv Chowk,14.29,87.38,58.25,,Tourist Card,maintenance
3157,2024-10-22,Mandi House,Central Secretariat,0.9500000000000001,195.99,89.57,16.0,Single,
124756,2023-07-16,Jasola Vihar,Kashmere Gate,7.73,36.82,41.56,24.0,Smart Card,maintenance
103375,2022-05-20,Dilshad Garden,Noida City Centre,1.76,17.18,12.84,18.0,Smart Card,
104660,2022-12-14,Mandi House,Kashmere Gate,3.45,11.12,67.59,19.0,Smart Card,maintenance
133581,2023-07-02,Rajouri Garden,Jasola Vihar,9.7,198.01,75.36,22.0,Tourist Card,
109153,2023-05-25,Hauz Khas,Kashmere Gate,5.17,87.68,41.03,20.0,Tourist Card,maintenance
12961,2022-01-04,Rajiv Chowk,Noida City Centre,2.16,165.84,116.76,16.0,Single,
122645,2022-07-09,Janakpuri West,Dilshad Garden,4.6,166.62,79.24,12.0,Smart Card,off-peak
71988,2022-04-08,Mandi House,Old Delhi,0.61,137.59,17.65,12.0,Tourist Card,
27652,2022-03-20,hauz khas,Noida City Centre,27.47,172.3,82.4,20.0,Tourist Card,maintenance
33009,2022-12-13,Mandi House,Dilshad Garden,1.3,175.78,15.13,26.0,Smart Card,off-peak
111218,2022-08-14,Mandi House,New Delhi,2.08,131.57,108.81,13.0,Single,maintenance
48001,2024-01-22,New Delhi,Laxmi Nagar,3.31,20.76,104.48,22.0,Tourist Card,off-peak
141960,2023-03-11,Rajiv Chowk,Jasola Vihar,2.07,103.71,9.95,15.0,Tourist Card,
112961,2024-12-24,MANDI HOUSE,Barakhamba Road,2.7,182.31,105.44,13.0,Tourist Card,off-peak
5099,2023-04-07,Noida City Centre,Rajiv Chowk,14.64,13.26,38.45,19.0,Smart Card,weekend
144113,2023-04-12,Noida City Centre,AIIMS,2.76,157.43,38.97,28.0,Tourist Card,peak
130074,2022-07-05,AIIMS,Barakhamba Road,1.0,81.97,64.88,20.0,Tourist Card,weekend
123780,2022-10-29,Laxmi Nagar,Jasola Vihar,1.9100000000000001,80.79,44.88,18.0,Single,festival
51488,2024-11-03,Kalkaji Mandir,Kirti Nagar,10.1,51.49,32.96,20.0,Tourist Card,off-peak
78687,2022-11-10,Noida City Centre,Noida City Centre,9.21,45.9,93.04,21.0,Single,peak
116330,2024-08-18,Inderlok,Mandi House,5.88,56.39,58.9,22.0,Tourist Card,peak
129200,2022-09-21,Kalkaji Mandir,Shivaji Park,4.3,43.85,98.79,19.0,Tourist Card,maintenance
70504,2024-12-21,Noida City Centre,Shivaji Park,0.99,113.49,89.93,16.0,Tourist Card,off-peak
102224,2023-04-24,Kashmere Gate,Model Town,0.62,36.31,10.23,17.0,Single,off-peak
12815,2022-01-03,AIIMS,Kashmere Gate,3.8,24.92,24.22,17.0,Tourist Card,maintenance
56579,2024-06-15,Dilshad Garden,Laxmi Nagar,5.41,158.67,52.52,26.0,Tourist Card,weekend
120390,2022-12-26,Laxmi Nagar,Inderlok,7.31,84.23,105.72,27.0,Tourist Card,festival
90647,2024-07-14,Rajouri Garden,Kirti Nagar,5.4,183.76,36.09,24.0,Tourist Card,off-peak
57543,2023-11-30,Kashmere Gate,Mandi House,6.64,76.37,57.16,19.0,Tourist Card,peak
23946,2024-04-11,New Delhi,Mandi House,17.97,124.13,67.27,20.0,Single,maintenance
10207,2024-05-13,Noida City Centre,Kalkaji Mandir,3.59,55.68,99.08,18.0,Tourist Card,festival
113589,2023-12-18,Rajiv Chowk,Netaji Subhash Place,6.82,134.85,38.22,16.0,Tourist Card,festival
52709,2023-08-29,Jasola Vihar,Old Delhi,0.85,49.91,46.58,22.0,Tourist Card,peak
55967,2024-05-22,Rajiv Chowk,AIIMS,14.3,41.36,9.56,24.0,Smart Card,weekend
19290,2024-03-12,Noida City Centre,Jasola Vihar,2.23,105.27,38.01,25.0,Smart Card,maintenance
38213,2023-12-27,Kalkaji Mandir,Kirti Nagar,6.27,171.3,43.39,15.0,Single,off-peak
102169,2023-03-21,Dilshad Garden,Janakpuri West,10.58,146.07,75.77,22.0,Single,festival
32487,2023-08-09,New Delhi,Kashmere Gate,1.04,154.22,95.59,23.0,Smart Card,off-peak
67418,2023-12-08,LAXMI NAGAR,Chandni Chowk,1.4,74.72,68.54,16.0,Smart Card,festival
6331,2022-02-11,Jasola Vihar,Chandni Chowk,1.53,107.71,54.78,21.0,Tourist Card,maintenance
144829,2023-05-07,Kalkaji Mandir,Central Secretariat,3.31,110.7,5.94,19.0,Single,
35757,2024-05-01,Rajiv Chowk,Kirti Nagar,2.03,177.63,61.67,19.0,Tourist Card,peak
87095,2024-07-03,DILSHAD GARDEN,Kalkaji Mandir,11.79,171.97,110.17,20.0,Smart Card,weekend
94939,2024-05-20,Mandi House,Laxmi Nagar,5.48,96.67,93.86,26.0,Single,maintenance
38397,2024-01-03,Model Town,Noida City Centre,7.18,106.68,111.51,23.0,Tourist Card,off-peak
117850,2023-09-30,Rajiv Chowk,Chandni Chowk,3.15,64.14,9.64,19.0,Tourist Card,festival
98411,2024-03-15,Rajiv Chowk,Kalkaji Mandir,4.43,56.07,15.95,20.0,Tourist Card,
141314,2023-06-21,Rajiv Chowk,Janakpuri West,8.31,155.38,41.18,18.0,Tourist Card,
22639,2022-12-10,Rajiv Chowk,Kalkaji Mandir,4.66,195.0,6.92,16.0,Single,peak
95133,2024-03-04,MODEL TOWN,Laxmi Nagar,0.8200000000000001,82.08,81.59,14.0,Tourist Card,festival
6607,2022-05-22,Model Town,Kalkaji Mandir,1.5,46.3,32.74,12.0,Smart Card,peak
64426,2023-05-27,Central Secretariat,Chandni Chowk,8.83,183.37,50.6,23.0,Tourist Card,peak
11608,2022-07-02,Noida City Centre,Inderlok,11.31,196.21,23.92,17.0,Single,peak
70124,2022-07-01,Rajiv Chowk,Mandi House,5.15,165.85,94.61,20.0,Tourist Card,off-peak
140893,2023-02-25,Rajiv Chowk,Central Secretariat,1.49,97.33,55.45,17.0,Single,
128161,2023-09-25,Rajiv Chowk,Noida City Centre,24.19,13.01,64.07,17.0,Single,maintenance
125527,2022-02-17,Central Secretariat,AIIMS,0.76,199.39,10.97,25.0,Single,off-peak
137086,2024-06-13,Rajiv Chowk,Hauz Khas,7.15,55.47,62.15,15.0,Tourist Card,
66165,2023-08-16,Noida City Centre,Mandi House,4.89,178.19,86.76,20.0,Tourist Card,weekend
26138,2023-10-19,Noida City Centre,Punjabi Bagh,5.55,164.61,39.69,28.0,Tourist Card,peak
79482,2023-01-20,Chandni Chowk,Central Secretariat,7.29,96.12,91.17,19.0,Single,festival
77033,2022-05-04,Hauz Khas,Netaji Subhash Place,9.09,19.1,8.16,21.0,Tourist Card,
27449,2022-01-11,Chandni Chowk,New Delhi,5.66,194.34,54.15,19.0,Smart Card,off-peak
48237,2023-08-04,Noida City Centre,Rajouri Garden,2.8200000000000003,156.18,58.81,22.0,Smart Card,off-peak
10551,2023-04-22,Mandi House,Noida City Centre,1.76,48.59,33.99,21.0,,maintenance
44776,2023-03-27,Noida City Centre,Netaji Subhash Place,3.7800000000000002,23.31,57.62,13.0,Smart Card,maintenance
69715,2022-06-30,rajiv chowk,Punjabi Bagh,8.73,190.24,111.95,19.0,Smart Card,maintenance
130180,2023-01-29,Rajouri Garden,Model Town,2.36,199.21,8.13,19.0,Single,festival
81985,2024-03-22,Rajiv Chowk,Noida City Centre,2.64,147.17,6.13,23.0,Smart Card,
112637,2022-09-17,Rajiv Chowk,Laxmi Nagar,1.33,12.72,20.92,16.0,Tourist Card,
83428,2022-08-25,Rajiv Chowk,Netaji Subhash Place,2.47,90.79,15.52,17.0,Single,peak
112099,2024-07-23,Rajiv Chowk,Punjabi Bagh,6.34,17.81,8.32,20.0,Tourist Card,peak
121611,2024-01-14,Kashmere Gate,Mandi House,6.02,130.6,68.08,18.0,Tourist Card,
57533,2022-04-17,Kashmere Gate,New Delhi,4.86,163.49,19.55,18.0,Tourist Card,
29815,2023-01-23,Rajiv Chowk,Kalkaji Mandir,0.6900000000000001,115.56,71.78,21.0,Tourist Card,festival
22712,2023-08-24,AIIMS,Central Secretariat,7.04,28.12,78.87,29.0,Smart Card,off-peak
96390,2022-04-01,Rajiv Chowk,Pragati Maidan,4.69,27.9,52.91,17.0,Smart Card,festival
30984,2022-04-13,Chandni Chowk,Shivaji Park,0.96,17.89,35.49,17.0,Smart Card,
134354,2022-07-20,Dilshad Garden,Laxmi Nagar,10.16,38.57,67.72,21.0,Single,off-peak
27905,2022-06-17,Rajouri Garden,Inderlok,0.96,185.71,119.27,18.0,Tourist Card,weekend
49579,2023-03-08,Rajiv Chowk,Jasola Vihar,4.25,199.87,61.81,20.0,Tourist Card,off-peak
77892,2023-03-18,Inderlok,Rajiv Chowk,1.83,51.34,103.32,18.0,Single,maintenance
141161,2023-09-13,Kashmere Gate,Shivaji Park,13.51,39.15,40.49,22.0,Single,off-peak
37109,2024-09-28,Kalkaji Mandir,Central Secretariat,3.68,56.44,14.71,22.0,Tourist Card,maintenance
88946,2024-03-03,Rajiv Chowk,Model Town,2.98,168.35,44.1,18.0,Single,off-peak
45269,2024-12-15,Mandi House,Punjabi Bagh,4.7,161.54,80.66,18.0,Smart Card,off-peak
12157,2022-01-15,Rajiv Chowk,Chandni Chowk,2.07,72.78,106.06,22.0,Single,festival
110279,2022-10-02,New Delhi,Rajiv Chowk,0.52,186.73,14.14,23.0,Single,maintenance
61180,2024-07-21,New Delhi,Kalkaji Mandir,6.39,99.06,41.77,19.0,Tourist Card,
54179,2023-01-20,Rajouri Garden,Kashmere Gate,9.26,185.24,70.92,19.0,Smart Card,weekend
56352,2022-09-10,Kashmere Gate,Chandni Chowk,3.8200000000000003,109.57,97.95,23.0,Tourist Card,off-peak
31464,2023-07-27,model town,Laxmi Nagar,10.89,46.38,80.46,20.0,Tourist Card,maintenance
62489,2024-02-29,Hauz Khas,Punjabi Bagh,9.8,45.6,60.59,17.0,Tourist Card,off-peak
145352,2022-08-13,Noida City Centre,Model Town,1.99,136.97,15.76,20.0,Single,maintenance
1690,2024-04-17,Laxmi Nagar,Pragati Maidan,0.74,191.12,29.6,24.0,Single,off-peak
85765,2023-07-18,Rajiv Chowk,Chandni Chowk,7.19,56.13,85.84,15.0,Tourist Card,weekend
106058,2023-06-12,Rajiv Chowk,Barakhamba Road,2.6,62.14,65.81,22.0,Tourist Card,weekend
110883,2022-06-07,Dilshad Garden,Kalkaji Mandir,8.21,76.28,118.11,24.0,Smart Card,off-peak
110548,2023-01-04,Kashmere Gate,Inderlok,0.73,35.77,107.36,24.0,Tourist Card,maintenance
39486,2024-12-04,Rajiv Chowk,Pragati Maidan,1.26,140.83,31.02,29.0,Tourist Card,maintenance
71519,2022-12-06,Rajiv Chowk,Janakpuri West,1.25,83.57,11.01,22.0,Tourist Card,festival
50117,2023-09-06,Laxmi Nagar,Dilshad Garden,3.02,49.67,61.13,19.0,Tourist Card,
69772,2024-11-18,Jasola Vihar,Punjabi Bagh,6.48,80.2,42.23,18.0,Tourist Card,off-peak
10325,2022-08-07,Mandi House,Netaji Subhash Place,0.96,91.45,18.92,16.0,Single,off-peak
49525,2023-05-17,Noida City Centre,Netaji Subhash Place,0.51,80.72,89.03,20.0,Single,weekend
83939,2022-10-26,Kashmere Gate,Mandi House,9.49,147.22,49.14,22.0,Single,off-peak
6111,2024-12-05,Central Secretariat,Rajouri Garden,6.27,113.4,111.43,15.0,Single,weekend
56195,2022-07-09,Rajiv Chowk,Kalkaji Mandir,1.2,67.91,98.74,20.0,Tourist Card,festival
148477,2023-01-02,New Delhi,Punjabi Bagh,3.47,116.23,107.86,25.0,Tourist Card,
65061,2023-03-13,Rajiv Chowk,Model Town,0.6000000000000001,61.43,47.49,22.0,Single,peak
113168,2024-09-16,Rajiv Chowk,Punjabi Bagh,2.71,97.99,93.24,18.0,Tourist Card,festival
135672,2023-03-18,DILSHAD GARDEN,Rajiv Chowk,6.58,67.65,78.35,18.0,Tourist Card,festival
137067,2024-01-19,Rajouri Garden,Janakpuri West,3.42,66.39,110.41,19.0,Smart Card,weekend
146874,2022-09-30,Noida City Centre,Chandni Chowk,1.12,189.69,61.16,15.0,Smart Card,maintenance
7138,2023-11-17,Rajiv Chowk,Chandni Chowk,2.8,55.01,41.17,22.0,Single,weekend
130700,2023-07-10,Model Town,Central Secretariat,3.65,185.49,88.11,27.0,Tourist Card,festival
7463,2024-09-27,Hauz Khas,Shivaji Park,19.32,115.51,72.46,20.0,Single,off-peak
144334,2024-12-14,Mandi House,Old Delhi,0.8200000000000001,105.27,31.31,22.0,Tourist Card,off-peak
67969,2022-10-13,New Delhi,Mandi House,12.81,122.59,81.35,21.0,Tourist Card,
125537,2024-08-13,JASOLA VIHAR,Inderlok,5.14,105.84,54.86,15.0,Single,maintenance
121738,2023-12-22,Rajiv Chowk,Janakpuri West,0.9,161.45,88.72,31.0,Single,maintenance
10741,2022-07-01,Model Town,Dilshad Garden,3.13,41.6,9.53,24.0,Single,maintenance
94414,2023-12-01,Noida City Centre,Inderlok,1.74,73.26,87.22,22.0,Tourist Card,off-peak
53978,2023-12-04,Janakpuri West,Model Town,4.26,19.96,112.35,17.0,Tourist Card,maintenance
119178,2023-02-05,AIIMS,Inderlok,1.6600000000000001,153.12,96.86,21.0,Single,peak
123030,2023-02-03,Noida City Centre,Shivaji Park,6.82,51.61,14.37,21.0,Smart Card,maintenance
48224,2022-11-18,kalkaji mandir,Mandi House,0.58,92.35,97.49,21.0,Tourist Card,peak
61945,2022-06-04,inderlok,Pragati Maidan,3.17,127.32,13.04,16.0,Tourist Card,peak
14086,2023-05-14,New Delhi,Mandi House,45.69,170.3,71.63,16.0,Tourist Card,weekend
88583,2023-01-28,Hauz Khas,Shivaji Park,0.81,126.14,33.47,24.0,Tourist Card,
73730,2023-06-21,Rajiv Chowk,New Delhi,4.85,71.43,116.25,19.0,Smart Card,off-peak
